date,symbol,close,volume,name
2014-04-01,GT,26.765714285714285,5.9740142857142855,Goodyear Tire & Rubber Company
2014-05-01,GT,24.827142857142857,6.4194,Goodyear Tire & Rubber Company
2014-06-01,GT,26.655,3.8394,Goodyear Tire & Rubber Company
2014-07-01,GT,27.672142857142855,3.4545501428571432,Goodyear Tire & Rubber Company
2014-08-01,GT,25.13998571428571,5.458057142857143,Goodyear Tire & Rubber Company
2014-09-01,GT,24.777142857142856,3.8718221428571424,Goodyear Tire & Rubber Company
2014-10-01,GT,21.303571428571427,6.975213571428571,Goodyear Tire & Rubber Company
2014-11-01,GT,25.294999999999998,7.6402914285714285,Goodyear Tire & Rubber Company
2014-12-01,GT,27.20392857142857,4.253121428571428,Goodyear Tire & Rubber Company
2015-01-01,GT,26.770357142857144,6.044920285714285,Goodyear Tire & Rubber Company
2015-02-01,GT,25.695714285714285,4.633547142857142,Goodyear Tire & Rubber Company
2015-03-01,GT,25.946428571428573,3.3682901428571435,Goodyear Tire & Rubber Company
2015-04-01,GT,27.352857142857143,4.337573714285715,Goodyear Tire & Rubber Company
2015-05-01,GT,29.747857142857143,5.157412142857142,Goodyear Tire & Rubber Company
2015-06-01,GT,31.287857142857142,5.3637374285714285,Goodyear Tire & Rubber Company
2015-07-01,GT,29.869999999999997,4.459585571428572,Goodyear Tire & Rubber Company
2015-08-01,GT,30.79714285714286,4.759531285714286,Goodyear Tire & Rubber Company
2015-09-01,GT,29.66428571428571,4.322904428571428,Goodyear Tire & Rubber Company
2015-10-01,GT,31.92214285714286,4.0382422857142855,Goodyear Tire & Rubber Company
2015-11-01,GT,32.894285714285715,4.437306142857143,Goodyear Tire & Rubber Company
2015-12-01,GT,33.09571428571428,3.925525714285714,Goodyear Tire & Rubber Company
2016-01-01,GT,28.315714285714286,5.098872285714285,Goodyear Tire & Rubber Company
2016-02-01,GT,28.400714285714287,6.2044114285714285,Goodyear Tire & Rubber Company
2016-03-01,GT,32.42928571428571,3.829398,Goodyear Tire & Rubber Company
2016-04-01,GT,31.891428571428573,4.524325571428571,Goodyear Tire & Rubber Company
2016-05-01,GT,27.99,6.160762714285714,Goodyear Tire & Rubber Company
2016-06-01,GT,27.251428571428576,4.179352428571429,Goodyear Tire & Rubber Company
2016-07-01,GT,26.582857142857144,4.427182571428571,Goodyear Tire & Rubber Company
2016-08-01,GT,28.75142857142857,4.608012571428572,Goodyear Tire & Rubber Company
2016-09-01,GT,31.367142857142856,5.246276285714286,Goodyear Tire & Rubber Company
2016-10-01,GT,31.914285714285715,4.296061142857143,Goodyear Tire & Rubber Company
2016-11-01,GT,29.548571428571428,5.364229,Goodyear Tire & Rubber Company
2016-12-01,GT,31.650000000000002,3.9818022857142856,Goodyear Tire & Rubber Company
2017-01-01,GT,31.32071428571429,2.8335102857142855,Goodyear Tire & Rubber Company
2017-02-01,GT,33.575714285714284,5.121175857142857,Goodyear Tire & Rubber Company
2017-03-01,GT,36.002857142857145,3.2892702857142857,Goodyear Tire & Rubber Company
2017-04-01,GT,35.198571428571434,3.144841,Goodyear Tire & Rubber Company
2017-05-01,GT,34.925714285714285,3.012826285714286,Goodyear Tire & Rubber Company
2017-06-01,GT,34.13214285714285,3.7033914285714284,Goodyear Tire & Rubber Company
2017-07-01,GT,35.62428571428572,5.484933571428572,Goodyear Tire & Rubber Company
2017-08-01,GT,30.599999999999998,8.081039142857144,Goodyear Tire & Rubber Company
2017-09-01,GT,31.829285714285717,3.0818041428571425,Goodyear Tire & Rubber Company
2017-10-01,GT,33.18214285714286,4.926612857142857,Goodyear Tire & Rubber Company
2017-11-01,GT,29.975714285714282,5.443906571428571,Goodyear Tire & Rubber Company
2017-12-01,GT,31.84857142857143,3.1691807142857145,Goodyear Tire & Rubber Company
2018-01-01,GT,33.69428571428571,3.393178428571429,Goodyear Tire & Rubber Company
2018-02-01,GT,30.945714285714285,5.471496571428571,Goodyear Tire & Rubber Company
2018-03-01,GT,28.37857142857143,3.319970857142857,Goodyear Tire & Rubber Company
2018-04-01,GT,27.08857142857143,4.087224285714286,Goodyear Tire & Rubber Company
2018-05-01,GT,25.424999999999997,4.177304,Goodyear Tire & Rubber Company
2018-06-01,GT,24.868571428571432,3.0705415714285715,Goodyear Tire & Rubber Company
2018-07-01,GT,23.094285714285714,6.0515295714285715,Goodyear Tire & Rubber Company
2018-08-01,GT,23.99285714285714,6.164910714285713,Goodyear Tire & Rubber Company
2018-09-01,GT,23.571428571428573,4.404622000000001,Goodyear Tire & Rubber Company
2018-10-01,GT,21.237142857142857,5.684196142857144,Goodyear Tire & Rubber Company
2018-11-01,GT,22.277142857142856,5.430010714285714,Goodyear Tire & Rubber Company
2018-12-01,GT,21.428571428571427,3.2383295714285714,Goodyear Tire & Rubber Company
2019-01-01,GT,20.574285714285715,8.83432442857143,Goodyear Tire & Rubber Company
2019-02-01,GT,19.585714285714285,12.310506142857141,Goodyear Tire & Rubber Company
2019-03-01,GT,17.85857142857143,12.122484000000002,Goodyear Tire & Rubber Company
2019-04-01,GT,19.50714285714286,2.921320857142857,Goodyear Tire & Rubber Company
2019-05-01,GT,16.97,6.648146714285715,Goodyear Tire & Rubber Company
2019-06-01,GT,14.856428571428573,7.327508857142857,Goodyear Tire & Rubber Company
2019-07-01,GT,14.89,5.759721571428571,Goodyear Tire & Rubber Company
2019-08-01,GT,11.855714285714285,5.992198571428571,Goodyear Tire & Rubber Company
2019-09-01,GT,13.517142857142858,4.866225,Goodyear Tire & Rubber Company
2019-10-01,GT,14.169285714285715,4.307961,Goodyear Tire & Rubber Company
2019-11-01,GT,16.388571428571428,4.135447428571429,Goodyear Tire & Rubber Company
2019-12-01,GT,15.998571428571427,4.160093,Goodyear Tire & Rubber Company
2020-01-01,GT,14.821428571428571,3.255226142857143,Goodyear Tire & Rubber Company
2020-02-01,GT,12.29857142857143,8.012532285714286,Goodyear Tire & Rubber Company
2020-03-01,GT,7.064285714285715,10.953543714285713,Goodyear Tire & Rubber Company
2020-04-01,GT,6.813571428571429,6.854587142857143,Goodyear Tire & Rubber Company
2020-05-01,GT,6.748928571428571,7.9128928571428565,Goodyear Tire & Rubber Company
2020-06-01,GT,8.789285714285715,9.686896714285714,Goodyear Tire & Rubber Company
2020-07-01,GT,9.316428571428572,9.374651428571429,Goodyear Tire & Rubber Company
2020-08-01,GT,9.662857142857144,4.674843000000001,Goodyear Tire & Rubber Company
2020-09-01,GT,9.51,4.159874,Goodyear Tire & Rubber Company
2020-10-01,GT,9.652857142857142,6.029734571428571,Goodyear Tire & Rubber Company
2020-11-01,GT,9.746071428571428,6.356846857142857,Goodyear Tire & Rubber Company
2020-12-01,GT,10.670000000000002,3.3776674285714283,Goodyear Tire & Rubber Company
2021-01-01,GT,11.214285714285714,4.270504714285714,Goodyear Tire & Rubber Company
2021-02-01,GT,13.27357142857143,9.962179571428573,Goodyear Tire & Rubber Company
2021-03-01,GT,17.55,10.790182428571429,Goodyear Tire & Rubber Company
2021-04-01,GT,17.798571428571428,4.100437428571428,Goodyear Tire & Rubber Company
2021-05-01,GT,19.163214285714286,4.9235491428571425,Goodyear Tire & Rubber Company
2021-06-01,GT,18.642142857142858,5.837093428571428,Goodyear Tire & Rubber Company
2021-07-01,GT,16.447142857142858,3.546041571428571,Goodyear Tire & Rubber Company
2021-08-01,GT,15.692142857142859,4.155588142857143,Goodyear Tire & Rubber Company
2021-09-01,GT,16.237142857142857,3.9574628571428567,Goodyear Tire & Rubber Company
2021-10-01,GT,18.75857142857143,3.978348714285714,Goodyear Tire & Rubber Company
2021-11-01,GT,22.397142857142853,6.292885714285714,Goodyear Tire & Rubber Company
2021-12-01,GT,20.994285714285713,4.260358428571428,Goodyear Tire & Rubber Company
2022-01-01,GT,21.92857142857143,4.846621285714286,Goodyear Tire & Rubber Company
2022-02-01,GT,19.818571428571428,19.311652714285714,Goodyear Tire & Rubber Company
